# Vietnamese glosses for HSK 1–2 words, and for the few HSK and frequent entries that had no Vietnamese (Chinese notebook dictionary)
# License: CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/)
# Derived from CC-CEDICT (https://cc-cedict.org, CC BY-SA 4.0) and CVDICT (Vietnamese translation of CC-CEDICT, CC BY-SA 4.0).
# Drafted by Claude (AI), 2026-09. status "ai-draft" = AI-drafted, awaiting human review ("hiệu đính bởi AI, chờ duyệt");
# "reviewed" = checked by the project owner ("đã hiệu đính") — only the owner sets it. Changes: CHANGELOG.md.
# Format: UTF-8 (NFC), LF, tab-separated. Lines starting with "#" are comments.
# vi: senses separated by "/", near-synonyms inside a sense by "; ", examples as "(vd. 汉字: nghĩa)", classifiers as last sense "Lượng từ: 个 (gè)".
# 1291 keys (CC-CEDICT key "trad|simp[pinyin]"). A gloss keyed to a form the HSK list names that is now only a variant (複習) follows the tag to the main form (復習); key it to the main form when you can.
key	vi	source	status
海|海[hai3]	biển; biển cả (vd. 大海: biển cả)/(nghĩa bóng) biển (người, vật); vô số; rất nhiều (vd. 人海: biển người)/Lượng từ: 个 (gè), 片 (piàn)	claude-2026-09	ai-draft
海邊|海边[hai3 bian1]	bờ biển; bãi biển; ven biển (vd. 去海边玩: đi biển chơi)	claude-2026-09	ai-draft
喊|喊[han3]	kêu; gọi to; hét; la (vd. 大声喊: hét to)/gọi (ai) (vd. 妈妈喊你吃饭: mẹ gọi bạn ăn cơm)	claude-2026-09	ai-draft
好處|好处[hao3 chu5]	lợi ích; điều tốt; cái lợi; ưu điểm (vd. 运动对身体有好处: vận động có lợi cho sức khoẻ)/lợi lộc; mối lợi (được hưởng) (vd. 得到好处: được lợi)	claude-2026-09	ai-draft
好多|好多[hao3 duo1]	nhiều; rất nhiều; bao nhiêu là (vd. 好多人: rất nhiều người)/khá hơn nhiều; đỡ nhiều (thường là 好多了, vd. 我的病好多了: bệnh của tôi đỡ nhiều rồi)	claude-2026-09	ai-draft
好久|好久[hao3 jiu3]	lâu lắm; rất lâu; bao lâu nay (vd. 好久不见: lâu lắm rồi không gặp)	claude-2026-09	ai-draft
好人|好人[hao3 ren2]	người tốt/người khoẻ mạnh; người không ốm đau/người dĩ hoà vi quý; người ba phải (sợ mất lòng ai, bỏ qua cả nguyên tắc)	claude-2026-09	ai-draft
好事|好事[hao3 shi4]	việc tốt; chuyện tốt; điều hay (cũng dùng mỉa mai: việc hay ho gớm)/việc thiện; việc làm phúc/chuyện vui; dịp vui	claude-2026-09	ai-draft
好像|好像[hao3 xiang4]	hình như; dường như; có vẻ (vd. 他好像病了: hình như anh ấy bị ốm)/giống như; như thể; cứ như là (vd. 好像在做梦: cứ như đang nằm mơ)	claude-2026-09	ai-draft
合適|合适[he2 shi4]	thích hợp; phù hợp; hợp; vừa; vừa vặn (vd. 这双鞋很合适: đôi giày này rất vừa)	claude-2026-09	ai-draft
河|河[he2]	sông (vd. 一条河: một con sông)/(trong từ ghép) sông Hoàng Hà (vd. 河北: Hà Bắc)/(trong từ ghép) Ngân Hà; sông Ngân (vd. 银河: dải Ngân Hà)/Lượng từ: 条 (tiáo), 道 (dào)	claude-2026-09	ai-draft
黑|黑[hei1]	đen; màu đen/tối; tối tăm (vd. 天黑了: trời tối rồi)/mờ ám; bất chính; phi pháp; lén lút; nham hiểm (vd. 黑市: chợ đen)/(khẩu ngữ) bôi nhọ; nói xấu (ai)/(khẩu ngữ) ém; giấu nhẹm (cái gì)/(khẩu ngữ, tin học) xâm nhập trái phép (máy tính, trang web)	claude-2026-09	ai-draft
黑板|黑板[hei1 ban3]	bảng đen; bảng (trong lớp học)/Lượng từ: 块 (kuài), 个 (gè)	claude-2026-09	ai-draft
黑色|黑色[hei1 se4]	màu đen; đen	claude-2026-09	ai-draft
紅|红[hong2]	đỏ; màu đỏ/nổi tiếng; nổi đình nổi đám; được ưa chuộng (vd. 走红: nổi tiếng; 网红: người nổi tiếng trên mạng)/(chính trị) cách mạng; đỏ (vd. 红军: Hồng quân)/(trong từ ghép) tiền thưởng; tiền lãi được chia (vd. 分红: chia lãi)	claude-2026-09	ai-draft
紅色|红色[hong2 se4]	màu đỏ; đỏ/(chính trị) cách mạng; đỏ (vd. 红色政权: chính quyền cách mạng)	claude-2026-09	ai-draft
後來|后来[hou4 lai2]	sau đó; về sau; rồi sau (chỉ dùng cho việc đã xảy ra; nói về tương lai thì dùng 以后, vd. 后来他去了北京: sau đó anh ấy đã đi Bắc Kinh)/(người) đến sau; mới đến (vd. 后来人: người đến sau; thế hệ sau)	claude-2026-09	ai-draft
忽然|忽然[hu1 ran2]	bỗng nhiên; đột nhiên; bỗng dưng; chợt (vd. 忽然下雨了: bỗng nhiên trời mưa)	claude-2026-09	ai-draft
湖|湖[hu2]	hồ (vd. 西湖: Tây Hồ)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
護照|护照[hu4 zhao4]	hộ chiếu/Lượng từ: 本 (běn), 个 (gè)	claude-2026-09	ai-draft
花園|花园[hua1 yuan2]	vườn hoa; vườn; khu vườn cảnh; công viên (vd. 后花园: vườn sau nhà)/Lượng từ: 个 (gè), 座 (zuò)	claude-2026-09	ai-draft
畫|画[hua4]	vẽ (vd. 画画儿: vẽ tranh; 画地图: vẽ bản đồ)/tranh; bức tranh; bức vẽ/vạch; kẻ (đường) (vd. 画线: kẻ đường)/nét (của chữ Hán) (vd. 笔画: nét bút)/Lượng từ: 幅 (fú), 张 (zhāng)	claude-2026-09	ai-draft
畫家|画家[hua4 jia1]	hoạ sĩ; người vẽ tranh/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
畫兒|画儿[hua4 r5]	tranh; bức tranh; bức vẽ; hình vẽ (vd. 一张画儿: một bức tranh)	claude-2026-09	ai-draft
壞處|坏处[huai4 chu5]	tác hại; cái hại; điều bất lợi; mặt xấu (trái nghĩa với 好处, vd. 抽烟有很多坏处: hút thuốc có nhiều tác hại)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
壞人|坏人[huai4 ren2]	người xấu; kẻ xấu; kẻ ác; kẻ gian	claude-2026-09	ai-draft
歡迎|欢迎[huan1 ying2]	chào mừng; hoan nghênh; đón chào; tiếp đón (ai, việc gì) (vd. 欢迎你来越南: chào mừng bạn đến Việt Nam)/chào mừng!; hoan nghênh! (lời chào đón, vd. 欢迎光临: xin kính chào quý khách)	claude-2026-09	ai-draft
換|换[huan4]	thay; đổi (cái này bằng cái khác) (vd. 换衣服: thay quần áo; 换工作: đổi việc)/đổi; trao đổi (lấy cái khác) (vd. 我用书换你的笔: tôi lấy sách đổi bút của bạn)/đổi (tiền) (vd. 换钱: đổi tiền)/chuyển; đổi sang (vd. 换车: đổi xe, chuyển tuyến)	claude-2026-09	ai-draft
黃|黄[huang2]	vàng; màu vàng/(nội dung) đồi truỵ; khiêu dâm (vd. 黄色网站: trang web đồi truỵ)/(khẩu ngữ) đổ bể; hỏng; thất bại (việc gì) (vd. 这事黄了: việc này đổ bể rồi)	claude-2026-09	ai-draft
黃色|黄色[huang2 se4]	màu vàng; vàng/đồi truỵ; khiêu dâm; dung tục (vd. 黄色电影: phim đồi truỵ)	claude-2026-09	ai-draft
回國|回国[hui2 guo2]	về nước; trở về nước (mình)	claude-2026-09	ai-draft
活動|活动[huo2 dong4]	hoạt động; sự kiện; phong trào; chiến dịch (vd. 课外活动: hoạt động ngoại khoá)/vận động; cử động; đi lại (cho giãn gân cốt) (vd. 活动活动身体: vận động cơ thể một chút)/lung lay; lỏng (răng, ốc vít…)/linh hoạt; di động; lưu động (vd. 活动资金: vốn lưu động)/chạy chọt; vận động (nhờ quan hệ, quà cáp, đút lót)/Lượng từ: 个 (gè), 项 (xiàng)	claude-2026-09	ai-draft
或|或[huo4]	hoặc; hay (là) (vd. 你或我: bạn hoặc tôi)/(văn viết) có lẽ; có thể; biết đâu (vd. 或许: có lẽ)	claude-2026-09	ai-draft
或者|或者[huo4 zhe3]	hoặc; hoặc là; hay là (dùng trong câu trần thuật; câu hỏi lựa chọn thường dùng 还是, vd. 今天或者明天: hôm nay hoặc ngày mai)/có lẽ; có thể; biết đâu	claude-2026-09	ai-draft
機會|机会[ji1 hui4]	cơ hội; dịp; thời cơ (vd. 这是一个好机会: đây là một cơ hội tốt)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
雞|鸡[ji1]	gà; con gà (vd. 鸡肉: thịt gà; 鸡蛋: trứng gà)/(tiếng lóng) gái mại dâm/Lượng từ: 只 (zhī)	claude-2026-09	ai-draft
級|级[ji2]	cấp; bậc; hạng; trình độ (vd. 一级: cấp 1)/khối lớp; khoá (học sinh cùng năm vào trường) (vd. 我们是同一级的: chúng tôi cùng khoá)/(lượng từ) bậc; cấp: dùng cho bậc thang, cấp độ (vd. 十级台阶: mười bậc thềm; 八级风: gió cấp 8)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
急|急[ji2]	gấp; khẩn cấp; cấp bách (vd. 急事: việc gấp)/vội; vội vàng; gấp gáp; nhanh; xiết (vd. 急着走: vội đi; 水流很急: nước chảy rất xiết)/sốt ruột; lo lắng; nóng lòng (vd. 别急: đừng sốt ruột)/làm (ai) sốt ruột; làm (ai) lo (vd. 急死我了: làm tôi sốt ruột chết đi được)	claude-2026-09	ai-draft
計劃|计划[ji4 hua4]	kế hoạch; dự án; chương trình (vd. 学习计划: kế hoạch học tập)/lên kế hoạch; dự định; trù tính (vd. 我计划明年去中国: tôi dự định năm sau đi Trung Quốc)/Lượng từ: 个 (gè), 项 (xiàng)	claude-2026-09	ai-draft
計算機|计算机[ji4 suan4 ji1]	máy tính; máy vi tính/(Đài Loan) máy tính bỏ túi; máy tính cầm tay/Lượng từ: 台 (tái)	claude-2026-09	ai-draft
加|加[jia1]	thêm; cho thêm; bổ sung (vd. 加糖: cho thêm đường; 加微信: kết bạn WeChat)/cộng (vd. 二加三等于五: hai cộng ba bằng năm)/tăng; tăng thêm (vd. 加工资: tăng lương)/(đặt trước động từ hai âm tiết, thường sau 不, 大, 稍…, chỉ hành động tác động lên điều đã nhắc đến; thường không dịch, vd. 稍加改良: cải tiến đôi chút; 大加赞扬: hết lời khen ngợi)	claude-2026-09	ai-draft
加油|加油[jia1 you2]	cố lên!; cố gắng thêm; cổ vũ; động viên (ai) (vd. 中国队，加油!: đội Trung Quốc, cố lên!)/đổ xăng; tiếp nhiên liệu; châm dầu (vd. 加油站: trạm xăng)/tăng tốc; nhấn ga	claude-2026-09	ai-draft
科學家|科学家[ke1 xue2 jia1]	nhà khoa học/Lượng từ: 位 (wèi), 个 (gè)	claude-2026-09	ai-draft
家庭|家庭[jia1 ting2]	gia đình; hộ gia đình (vd. 家庭作业: bài tập về nhà)/Lượng từ: 个 (gè), 户 (hù)	claude-2026-09	ai-draft
家長|家长[jia1 zhang3]	phụ huynh; cha mẹ hoặc người giám hộ (của trẻ) (vd. 家长会: buổi họp phụ huynh)/chủ hộ; chủ gia đình; gia trưởng	claude-2026-09	ai-draft
假|假[jia3]	giả; giả mạo; không thật; nhân tạo (vd. 假钱: tiền giả; 假牙: răng giả)/(văn viết, trong từ ghép) mượn; nhờ vào (vd. 假借: mượn)/(văn viết, trong từ ghép) nếu; giả sử (vd. 假如: nếu như)	claude-2026-09	ai-draft
假期|假期[jia4 qi1]	kỳ nghỉ; ngày nghỉ; thời gian nghỉ (nghỉ lễ, nghỉ hè…)	claude-2026-09	ai-draft
檢查|检查[jian3 cha2]	kiểm tra; xem xét; soát (vd. 检查作业: kiểm tra bài tập)/khám (bệnh) (vd. 检查身体: khám sức khoẻ)/sự kiểm tra; cuộc kiểm tra/Lượng từ: 次 (cì)	claude-2026-09	ai-draft
見到|见到[jian4 dao4]	gặp; gặp được; thấy; nhìn thấy (vd. 很高兴见到你: rất vui được gặp bạn)	claude-2026-09	ai-draft
件|件[jian4]	(lượng từ) chiếc; cái; việc; món: dùng cho áo (áo sơ mi, áo khoác…), sự việc, đồ vật, hành lý, quà (vd. 一件衣服: một chiếc áo; 一件事: một việc)/món; thứ; linh kiện; bộ phận (vd. 零件: linh kiện)	claude-2026-09	ai-draft
健康|健康[jian4 kang1]	khoẻ mạnh; khoẻ; lành mạnh (vd. 健康的生活: lối sống lành mạnh)/sức khoẻ (vd. 祝你身体健康: chúc bạn mạnh khoẻ)	claude-2026-09	ai-draft
講|讲[jiang3]	nói; kể (vd. 讲故事: kể chuyện; 讲汉语: nói tiếng Trung)/giảng; giải thích (vd. 老师讲课: thầy giáo giảng bài)/chú trọng; coi trọng; cầu kỳ (về việc gì) (vd. 讲卫生: giữ vệ sinh)/thương lượng; mặc cả (vd. 讲价: mặc cả)/về mặt; xét về (vd. 讲技术，他不如你: về kỹ thuật thì anh ấy không bằng bạn)/bài giảng; bài nói	claude-2026-09	ai-draft
講話|讲话[jiang3 hua4]	nói; nói chuyện (vd. 上课不要讲话: trong giờ học đừng nói chuyện)/phát biểu (trước đông người)/bài phát biểu; bài nói chuyện/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
交|交[jiao1]	nộp; giao; đưa (cho ai) (vd. 交作业: nộp bài tập; 交钱: nộp tiền)/kết (bạn); làm quen; giao du (vd. 交朋友: kết bạn)/(đường) giao nhau; cắt nhau (vd. 两条线相交: hai đường cắt nhau)	claude-2026-09	ai-draft
交給|交给[jiao1 gei3]	giao cho; đưa cho; nộp cho (ai) (vd. 把这本书交给老师: đưa quyển sách này cho thầy giáo)	claude-2026-09	ai-draft
交朋友|交朋友[jiao1 peng2 you5]	kết bạn; làm bạn (với ai)/(phương ngữ) yêu đương; hẹn hò (với ai)	claude-2026-09	ai-draft
交通|交通[jiao1 tong1]	giao thông; đi lại (vd. 交通很方便: đi lại rất thuận tiện)/vận tải; vận chuyển/thông tin liên lạc/liên lạc viên; giao liên/thông nhau; nối liền nhau	claude-2026-09	ai-draft
角|角[jiao3]	(lượng từ) hào: đơn vị tiền, bằng một phần mười đồng nhân dân tệ (vd. 五角: năm hào)/góc (vd. 墙角: góc tường; 三角形: hình tam giác)/sừng; gạc (vd. 牛角: sừng bò)/có hình sừng; vật hình sừng/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
角度|角度[jiao3 du4]	góc; độ lớn của góc/(nghĩa bóng) góc độ; góc nhìn; quan điểm (vd. 换个角度想: nghĩ theo góc độ khác)	claude-2026-09	ai-draft
餃子|饺子[jiao3 zi5]	sủi cảo; bánh chẻo; bánh xếp (vỏ bột mì có nhân, luộc, hấp hoặc áp chảo)/Lượng từ: 个 (gè), 只 (zhī)	claude-2026-09	ai-draft
腳|脚[jiao3]	bàn chân; chân (vd. 脚疼: đau chân)/chân (của đồ vật, con vật); chân đế; phần dưới cùng (vd. 桌脚: chân bàn; 山脚: chân núi)/(lượng từ) cú; cái: dùng cho cú đá (vd. 踢了一脚: đá một cú)/Lượng từ: 双 (shuāng), 只 (zhī)	claude-2026-09	ai-draft
叫作|叫作[jiao4 zuo4]	gọi là; được gọi là; tên là (vd. 这种花叫作牡丹: loài hoa này gọi là mẫu đơn)	claude-2026-09	ai-draft
教師|教师[jiao4 shi1]	giáo viên; thầy giáo; cô giáo/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
教室|教室[jiao4 shi4]	phòng học; lớp học/Lượng từ: 间 (jiān)	claude-2026-09	ai-draft
教學|教学[jiao4 xue2]	dạy học; giảng dạy; việc dạy và học (vd. 汉语教学: dạy tiếng Trung)/Lượng từ: 次 (cì)	claude-2026-09	ai-draft
教育|教育[jiao4 yu4]	giáo dục; nền giáo dục (vd. 高等教育: giáo dục đại học)/dạy dỗ; dạy bảo; giáo dục (ai) (vd. 教育孩子: dạy dỗ con cái)	claude-2026-09	ai-draft
接|接[jie1]	đón; đón tiếp (ai) (vd. 去机场接朋友: ra sân bay đón bạn)/nhận; nghe (điện thoại) (vd. 接电话: nghe điện thoại)/bắt; đỡ; hứng (vd. 接球: bắt bóng)/nối; nối liền; nối dài; kết nối (vd. 接电线: nối dây điện)/nhận ca; đổi ca; tiếp quản; thay (ai) (vd. 接班: nhận ca)	claude-2026-09	ai-draft
接到|接到[jie1 dao4]	nhận được (thư, điện thoại, thông báo…) (vd. 接到一封信: nhận được một lá thư)	claude-2026-09	ai-draft
接受|接受[jie1 shou4]	nhận; tiếp nhận; chấp nhận (đề nghị, lời mời, lời phê bình, hình phạt…) (vd. 接受邀请: nhận lời mời)/chịu; đồng ý; ưng thuận	claude-2026-09	ai-draft
接下來|接下来[jie1 xia4 lai2]	tiếp theo; sau đây; kế đến (vd. 接下来我们学习第三课: tiếp theo chúng ta học bài 3)/nhận lấy; nhận (việc gì) (vd. 这个工作我接下来了: việc này tôi nhận rồi)	claude-2026-09	ai-draft
接著|接着[jie1 zhe5]	tiếp; tiếp tục (làm gì) (vd. 你接着说: bạn nói tiếp đi)/tiếp theo; sau đó; rồi; tiếp đó (vd. 接着又下雨了: sau đó trời lại mưa)/bắt lấy; đỡ lấy (vd. 接着!: bắt lấy!)	claude-2026-09	ai-draft
街|街[jie1]	phố; đường phố; con phố (vd. 逛街: dạo phố)/Lượng từ: 条 (tiáo)	claude-2026-09	ai-draft
節|节[jie2]	(lượng từ) tiết; toa; đoạn: dùng cho tiết học, toa tàu, đoạn, đốt… (vd. 一节课: một tiết học; 三节车厢: ba toa tàu)/ngày lễ; ngày tết (vd. 春节: Tết Nguyên Đán)/đốt; khớp; mắt (tre, xương…)/đoạn; phần; mục (vd. 章节: chương mục)/tiết kiệm (vd. 节约: tiết kiệm)/tiết khí (24 tiết trong năm theo lịch truyền thống Trung Quốc)	claude-2026-09	ai-draft
節目|节目[jie2 mu4]	chương trình (truyền hình, phát thanh) (vd. 电视节目: chương trình truyền hình)/tiết mục (văn nghệ) (vd. 表演节目: biểu diễn tiết mục)/việc định làm; hoạt động dự định (vd. 今晚有什么节目?: tối nay có dự định gì không?)/Lượng từ: 个 (gè), 场 (chǎng), 项 (xiàng), 台 (tái), 套 (tào), 档 (dàng)	claude-2026-09	ai-draft
節日|节日[jie2 ri4]	ngày lễ; ngày tết; lễ hội (vd. 节日快乐: chúc mừng ngày lễ)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
結果|结果[jie2 guo3]	kết quả; hậu quả; kết cục (vd. 考试结果: kết quả thi)/kết quả là; rốt cuộc; cuối cùng (vd. 结果他没来: rốt cuộc anh ấy không đến)/(cũ) giết; khử; kết liễu (ai)	claude-2026-09	ai-draft
借|借[jie4]	mượn; vay (vd. 借书: mượn sách; 借钱: vay tiền)/cho mượn; cho vay (thường dùng 借给, 借出, vd. 借给他一本书: cho anh ấy mượn một quyển sách)/nhờ; mượn; dựa vào; nhân (dịp) (đôi khi dùng 借着, vd. 借这个机会: nhân dịp này)	claude-2026-09	ai-draft
斤|斤[jin1]	(lượng từ) cân Trung Quốc: đơn vị khối lượng, ở Trung Quốc đại lục bằng 500 g (nửa ki-lô-gam), khác với một cân (1 kg) trong tiếng Việt ngày nay; ở Đài Loan bằng 600 g, ở Hồng Kông, Malaysia, Singapore khoảng 604 g (vd. 两斤苹果: 1 kg táo)	claude-2026-09	ai-draft
今後|今后[jin1 hou4]	từ nay về sau; sau này; từ nay trở đi; trong tương lai	claude-2026-09	ai-draft
進入|进入[jin4 ru4]	vào; đi vào; tiến vào (vd. 进入房间: vào phòng)/bước vào; gia nhập (giai đoạn, tổ chức…) (vd. 进入新阶段: bước vào giai đoạn mới)	claude-2026-09	ai-draft
進行|进行[jin4 xing2]	tiến hành; thực hiện (điều tra, thảo luận, thi đấu…) (vd. 进行讨论: tiến hành thảo luận)/đang diễn ra; diễn ra (quá trình, sự việc) (vd. 比赛正在进行: trận đấu đang diễn ra)/(quân sự) hành quân; tiến lên (vd. 进行曲: hành khúc)	claude-2026-09	ai-draft
近|近[jin4]	gần (không gian, thời gian) (vd. 我家离学校很近: nhà tôi cách trường rất gần)/gần; xấp xỉ; khoảng chừng (con số) (vd. 近百人: gần một trăm người)	claude-2026-09	ai-draft
經常|经常[jing1 chang2]	thường; thường xuyên; hay (vd. 他经常迟到: anh ấy hay đến muộn)/thường ngày; hằng ngày; thường lệ	claude-2026-09	ai-draft
經過|经过[jing1 guo4]	đi qua; đi ngang qua (nơi nào) (vd. 我每天经过这个公园: ngày nào tôi cũng đi qua công viên này)/trải qua; qua; thông qua (vd. 经过努力: nhờ nỗ lực)/quá trình; diễn biến (sự việc) (vd. 事情的经过: diễn biến sự việc)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
經理|经理[jing1 li3]	giám đốc; quản lý; người quản lý/Lượng từ: 个 (gè), 位 (wèi), 名 (míng)	claude-2026-09	ai-draft
酒|酒[jiu3]	rượu (nhất là rượu gạo); đồ uống có cồn (vd. 喝酒: uống rượu; 啤酒: bia)/Lượng từ: 杯 (bēi), 瓶 (píng), 罐 (guàn), 桶 (tǒng), 缸 (gāng)	claude-2026-09	ai-draft
酒店|酒店[jiu3 dian4]	khách sạn (vd. 五星级酒店: khách sạn năm sao)/quán rượu; tiệm rượu/nhà hàng; tiệm ăn/(Đài Loan) hộp đêm có tiếp viên nữ	claude-2026-09	ai-draft
就要|就要[jiu4 yao4]	sắp; sắp sửa; sắp … rồi (thường có 了 ở cuối câu, vd. 火车就要开了: tàu sắp chạy rồi)	claude-2026-09	ai-draft
舉|举[ju3]	giơ; giơ lên; nâng; nhấc lên (vd. 举手: giơ tay)/nêu; đưa ra; kể ra (ví dụ, sự việc) (vd. 举个例子: nêu một ví dụ)/bầu; bầu chọn; tiến cử (vd. 选举: bầu cử)/hành động; cử chỉ; việc làm (vd. 一举两得: một công đôi việc)	claude-2026-09	ai-draft
舉手|举手[ju3 shou3]	giơ tay (để phát biểu, biểu quyết, ra hiệu…)	claude-2026-09	ai-draft
舉行|举行[ju3 xing2]	tổ chức; cử hành (cuộc họp, buổi lễ, cuộc thi…) (vd. 举行婚礼: tổ chức đám cưới)	claude-2026-09	ai-draft
句|句[ju4]	(lượng từ) câu: dùng cho câu nói, câu văn, câu thơ (vd. 一句话: một câu nói)/câu; câu văn; mệnh đề; cụm từ	claude-2026-09	ai-draft
句子|句子[ju4 zi5]	câu; câu văn (vd. 这个句子很长: câu này rất dài)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
卡|卡[ka3]	thẻ (vd. 银行卡: thẻ ngân hàng)/chặn; chặn lại; kẹt; mắc/(khẩu ngữ, máy tính, mạng) chậm; giật; đơ/calo (viết tắt của 卡路里)/(trong từ ghép) xe tải (vd. 卡车: xe tải)/(trong từ ghép) băng cát-xét (vd. 卡带: băng cát-xét)/Lượng từ: 张 (zhāng), 片 (piàn)	claude-2026-09	ai-draft
開機|开机[kai1 ji1]	bật máy; khởi động máy (máy tính, điện thoại…)/nổ máy; khởi động động cơ/khởi quay; bấm máy (phim, phim truyền hình)	claude-2026-09	ai-draft
開心|开心[kai1 xin1]	vui; vui vẻ; vui mừng; vui thích (vd. 今天我很开心: hôm nay tôi rất vui)/trêu; trêu chọc; đùa (ai) (vd. 别拿我开心: đừng lấy tôi ra làm trò đùa)	claude-2026-09	ai-draft
開學|开学[kai1 xue2]	khai giảng; vào năm học mới; bắt đầu học kỳ mới (vd. 九月一号开学: ngày 1 tháng 9 khai giảng)/(học sinh) bắt đầu đi học; vào học	claude-2026-09	ai-draft
看法|看法[kan4 fa3]	cách nhìn; quan điểm; ý kiến; cách nghĩ (vd. 你有什么看法?: bạn có ý kiến gì?)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
考生|考生[kao3 sheng1]	thí sinh; người dự thi; người đăng ký dự thi	claude-2026-09	ai-draft
靠|靠[kao4]	dựa; tựa (vào) (vd. 靠在墙上: dựa vào tường)/dựa vào; nhờ vào; trông cậy vào (vd. 靠自己: dựa vào bản thân)/gần; sát; ghé vào; cập (bờ) (vd. 靠窗的座位: chỗ ngồi cạnh cửa sổ)/tin cậy; đáng tin (vd. 可靠: đáng tin cậy)/(thô tục, tiếng chửi thề) mẹ kiếp!; chết tiệt!	claude-2026-09	ai-draft
科|科[ke1]	khoa; phòng; ban (trong bệnh viện, cơ quan) (vd. 内科: khoa nội)/ngành; môn (học); lĩnh vực (vd. 文科: các môn xã hội; 理科: các môn tự nhiên)/(sinh học) họ (vd. 猫科: họ mèo)/(văn viết) xử (phạt); đánh (thuế); phạt (ai) (vd. 科以罚款: phạt tiền)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
科學|科学[ke1 xue2]	khoa học; tri thức khoa học (vd. 自然科学: khoa học tự nhiên)/(có tính) khoa học; hợp lý (vd. 这个方法不科学: cách này không khoa học)/Lượng từ: 门 (mén), 个 (gè), 种 (zhǒng)	claude-2026-09	ai-draft
可愛|可爱[ke3 ai4]	dễ thương; đáng yêu; đáng mến (vd. 这个孩子很可爱: đứa bé này rất dễ thương)	claude-2026-09	ai-draft
可能|可能[ke3 neng2]	có thể; có lẽ; chắc là (vd. 他可能不来了: có lẽ anh ấy không đến nữa)/có thể xảy ra; khả thi (vd. 这是不可能的: điều này là không thể)/khả năng; sự có thể; xác suất (vd. 有这个可能: có khả năng đó)/Lượng từ: 个 (gè)	claude-2026-09	ai-draft
可怕|可怕[ke3 pa4]	đáng sợ; kinh khủng; khủng khiếp; ghê gớm; đáng gờm (vd. 这个电影很可怕: bộ phim này rất đáng sợ)	claude-2026-09	ai-draft
可是|可是[ke3 shi4]	nhưng; nhưng mà; thế nhưng; song (vd. 我想去，可是没有时间: tôi muốn đi nhưng không có thời gian)/(nhấn mạnh) thật là; quả thật; đúng là (vd. 这可是好东西: đây đúng là đồ tốt)	claude-2026-09	ai-draft
可以|可以[ke3 yi3]	có thể (vd. 我们可以坐地铁去: chúng ta có thể đi tàu điện ngầm)/được; được phép (xin phép, cho phép) (vd. 我可以进来吗?: tôi vào được không?; 这里不可以抽烟: ở đây không được hút thuốc)/(khẩu ngữ) khá; tạm được; không tồi (vd. 他的汉语还可以: tiếng Trung của anh ấy cũng tạm được)	claude-2026-09	ai-draft
克|克[ke4]	(lượng từ) gam: đơn vị khối lượng (vd. 五百克: 500 gam)/khắc phục; vượt qua; chế ngự; kiềm chế (vd. 克服困难: khắc phục khó khăn)/(văn viết) có thể; làm nổi	claude-2026-09	ai-draft
刻|刻[ke4]	(lượng từ) khắc: mười lăm phút, một phần tư giờ (vd. 三点一刻: ba giờ mười lăm)/khắc; chạm; chạm khắc (vd. 刻字: khắc chữ)/lúc; khoảnh khắc; chốc lát (vd. 此刻: lúc này; 立刻: lập tức)/khắc nghiệt; hà khắc; cay nghiệt	claude-2026-09	ai-draft
客人|客人[ke4 ren2]	khách; khách khứa; khách đến thăm (vd. 家里来客人了: nhà có khách)/khách hàng (ở cửa hàng, khách sạn…)/Lượng từ: 位 (wèi), 个 (gè)	claude-2026-09	ai-draft
課堂|课堂[ke4 tang2]	lớp học; phòng học (vd. 课堂上: trong lớp)/giờ học; buổi học; tiết học/Lượng từ: 间 (jiān)	claude-2026-09	ai-draft
空氣|空气[kong1 qi4]	không khí (vd. 新鲜空气: không khí trong lành)/bầu không khí (vd. 空气很紧张: bầu không khí rất căng thẳng)	claude-2026-09	ai-draft
哭|哭[ku1]	khóc (vd. 别哭了: đừng khóc nữa)	claude-2026-09	ai-draft
快餐|快餐[kuai4 can1]	đồ ăn nhanh; thức ăn nhanh; bữa ăn nhanh; đồ ăn nhẹ (vd. 快餐店: cửa hàng đồ ăn nhanh)	claude-2026-09	ai-draft
快點兒|快点儿[kuai4 dian3 r5]	nhanh lên!; mau lên!; nhanh hơn một chút (vd. 快点儿走吧: đi nhanh lên nào)	claude-2026-09	ai-draft
快樂|快乐[kuai4 le4]	vui vẻ; vui; hạnh phúc (vd. 生日快乐: chúc mừng sinh nhật)	claude-2026-09	ai-draft
